user_id,age,gender,location,income_level,favorite_categories,preferred_brands,price_sensitivity,avg_rating_given,purchase_frequency
292,30,M,tier1,medium,"['GM Power mate 4 Strip Surge Protector (White)', 'Pens & Stationery']","['Knox', 'You Got Plan B', 'Cottage', 'BuildTrack', 'OSS-FUEL']",medium,2.9191165762221836,low
293,55,F,tier1,medium,"[""Dassler Slim Fit Women's Multicolor Jeans"", 'SHOPOJ Yellow Paper Sky Lantern (80 cm X 34 cm, ...', 'Dressberry Orange Synthetic  Clutch']","['Weavers Villa', 'Cream']",medium,3.939243374237177,low
294,32,F,tier1,low,['Dressberry Orange Synthetic  Clutch'],"['Xenio', 'Crocs']",high,4.3173998554753465,medium
295,21,F,metro,high,"['Home Improvement', 'Home Decor & Festive Needs', ""Legmark Slim Fit Women's Light Blue Jeans""]","['@home', 'soie', 'ShwetaInternational']",low,4.15280613200612,low
296,18,F,tier2,medium,"['Zevrr Sterling Silver Swarovski Zirconia Platinu...', 'Olvin Rectangular Sunglasses', 'K&P Dr.Ambedkar Large 04 Showpiece  -  19 cm (Po...']","['DWM', 'Dark Image', 'Creative Textiles', ""Khadim's""]",medium,4.7262037610297565,medium
297,61,M,tier1,low,"['Beauty and Personal Care', 'clickforsign Avoid Contanimation Wash your Hands...', ""Lilliput Top Baby Girl's  Combo""]","['INEXT', 'Autoplus', 'HANSFOOTNFIT']",high,4.033756479684379,low
298,48,M,tier3,low,['The Crazy Me 1 Compartments Eco-Friendly leather...'],"['EthnicQueen', 'MARVEL', 'Fayon', 'mobiworld4u', 'Cotton World']",high,3.153775485775016,medium
299,58,M,metro,medium,"[""Sisel Printed Poly Cotton Women's Stole"", 'Taurus Black & white Lace Up']",[],medium,4.888847774775126,low
300,53,F,tier1,medium,"[""piftif Women's Sports Bra"", 'Tools & Hardware', 'Cameras & Accessories']",['Raghav India'],medium,4.522391266163099,high
301,53,M,tier3,high,"[""Kombee Girl's Printed Red, Pink Top & Capri Set""]","['Shivam', 'Change360°']",low,2.871893969439396,medium
302,18,M,metro,low,"[""EASIES Solid Single Breasted Casual Men's Blazer""]","['Type R', 'SKC', 'adidas']",high,3.3103364739630923,low
303,28,F,tier3,high,['Zikrak Exim Women Wedges'],"['MohanJodero', 'Zaveri Pearls']",low,2.9651920457337697,medium
304,23,M,tier3,low,"['SJ Comet Zoom DPSI Binoculars (30 mm, Black)']","['Ollington St. Collection', 'KALYANI COVERING']",high,4.0675342799783545,high
305,60,M,metro,medium,"['Speedwav 216456 Manual Rear View Mirror (Right, ...', 'SMART TRADERS Women Flats']","['Mark Home', 'Vency creation', '999store']",medium,2.9098802710599547,low
306,54,F,tier3,medium,['Dressberry Gold Synthetic  Clutch'],"['Lilliput', 'Shop4everything', 'MARVEL', 'C9', 'RIPR']",medium,3.8710025495744755,medium
307,28,M,metro,medium,"['Frabjous German silver Rings For Women Alloy Zir...', ""BLM Casual Printed Women's Kurti""]",[],medium,2.0586397045265876,medium
308,18,M,tier2,medium,['Clickforsign Vehicles parked Illegally will be t...'],"['Furry', 'Peacock', 'Apex']",medium,2.304868343976005,medium
309,20,M,tier3,medium,"[""The Cotton Company Solid Women's Polo Neck Pink ..."", 'NEWGEN TECH EO-HS3303 218 Wired Headset (White)', 'Wellon Fittings set (16 pieces) for RO Water Pur...']",[],medium,2.9698312305688903,high
310,45,M,tier3,medium,"[""Vinenzia Printed Winter Men's Gloves"", 'Behringer Xenyx 502 Analog Sound Mixer', 'Wellon Fittings set (16 pieces) for RO Water Pur...']",['Lavie'],medium,3.75387095070973,medium
311,50,M,tier3,medium,['Favourite BikerZ 3514 RAD air filter Ionic Air F...'],"['Cobb', 'Charu Fashionz', 'ALIFS', 'Ally The Creations']",medium,4.294529184076466,high
312,50,F,tier1,medium,"[""Spa Culture Fit Fit Women's Black Jeans"", 'Firangi Cotton, Polyester Free Floor Mat Firangi...']","['Wake Up Competition', 'Petshop7', 'VINSON LONDON', 'Done By None']",medium,3.6541885566783923,low
313,49,M,metro,medium,"['Baby Care', ""e-Fresh Boy's Brief (Pack of 5)"", 'Just Wow Women Flats']","['kawal fashion', 'Regular Fit', 'Infiniti', 'Trend Notes']",medium,4.284581878021857,low
314,47,F,tier3,high,"['SRPC BAOER STARWALKER EXECUTIVE ROLLERBALL Pen G...', 'Home Improvement']",['Fashionography'],low,3.9019391589291157,high
315,64,F,tier1,low,"['Speedwav 216510 Manual Rear View Mirror (Right, ...', 'FEET FLOW Women Flats']","['Nishtaa', 'Deepvan', 'SSCP', 'V Creations']",high,4.2716043454414,low
316,19,M,metro,low,"['Sj Bushnell 119M / 1000 Binoculars (36 mm, Black)', ""Oly Two Fit Fit Women's Black Jeans""]",['Color Palatte'],high,3.4919597321947102,low
317,20,F,metro,medium,"['Olvin Oval Sunglasses', 'eBooks']","['CONVENIENCE', 'SR Crafts', 'Finolex', 'Sunlast', 'Ollington St. Collection']",medium,4.7340422070981605,low
318,53,M,metro,high,"[""Indistar Self Design Viscose Women's Stole""]","['Osmonde', 'Adino', 'Adaa', 'Red Chief']",low,3.224132325725407,medium
319,19,M,tier2,high,"['Sugandh Vatika 24 Natural Masala, Sandal Incense...', 'SAY Thread Wounded Candle 10"" Set of 4 pcs Solid...']",['HugMe.fashion'],low,4.553402302039817,high
320,34,M,metro,low,['Shrih SH-0192 Wired USB Flexible Keyboard (Red)'],"['Type R', 'Value Bay', 'Wella', 'Parth Collection', 'Exilient']",high,4.664695887217544,medium
321,44,M,tier1,medium,"['SHOPOJ Yellow Paper Sky Lantern (80 cm X 34 cm, ...', 'Kraft Seeds Dill Herb Seed (50 per packet)', 'Kalpaveda Copper Bowl (Gold, Pack of 1)']",['Aapti'],medium,3.7316624758855137,medium
322,41,M,metro,low,"['Speedwav 216456 Manual Rear View Mirror (Right, ...', 'Eternal Gandhi Super Series Crystal Paper Weight...', ""Noor Embroidered Women's Straight Kurta""]",['JEWELIZER'],high,2.9985211887898875,low
323,41,M,tier3,low,['Mobiles & Accessories'],"['Pure Source', 'Stallion Barware', 'Golden Collections', 'Urban WhiZ']",high,3.065654893512604,low
324,21,F,tier2,high,"[""Nine Maternity Wear Women's Fit and Flare Dress""]",['Lushomes'],low,2.1327232624731054,high
325,25,M,tier3,medium,"[""Viral Girl Women's Full Coverage Bra"", ""United Colors of Benetton Girl's Trousers""]","['Bengal Blooms', 'Plus', 'Embellish outfits', 'Linksys', 'Planet']",medium,2.4647458712976977,medium
326,47,F,tier2,low,['Pout Brass Bangle'],"['Netis', 'Amita Home Furnishing', 'GrandShop']",high,3.0732356898745197,high
327,44,M,tier1,medium,"['Areon Luxurious Fragrance Long Lasting Car,Home,...']","['Shrikant Traders', 'PI ZON', 'Jewel Touch', 'Ratnapriya Art']",medium,2.385241131884084,high
328,50,M,tier3,high,"['Mast & Harbour Gold Synthetic  Clutch', 'Remax Rm-10000 Remax Vanguard 10000mah 10000 mAh...']","['Goyal India', 'WEIDELI', 'Fashavi']",low,3.2634756583757705,low
329,36,M,tier2,medium,"['Taurus Black & white Lace Up', 'D&D Women Flats', 'Speedwav 186879 Bajaj Pulsar 200 NS DTS-i LED In...']","['Tescoma', 'Alisha', 'BONHEUR', 'induscraft', 'Siyas Collection']",medium,2.0980132283934037,medium
330,44,M,metro,medium,"[""Viral Girl Women's Full Coverage Bra""]","['Urban WhiZ', 'Aaina Home Decor', 'Magic', 'Le Angelique', 'Hddecor']",medium,3.954456679440184,medium
331,45,F,tier2,high,"[""Pazel Slim Fit Men's Jeans""]","['Joyeria Milan', 'Chickraft', 'Royal Diamond Jewellery', 'Allora', 'Baby Pink']",low,1.9545704242066695,low
332,29,M,tier3,low,"['Walkline Slippers', 'Wella Elements Leight Weight Renewing Conditione...', 'SHOPOJ Multicolor Paper Sky Lantern (80 cm X 34 ...']",[],high,3.6647458023315034,low
333,61,M,tier3,low,"['Behringer Xenyx 502 Analog Sound Mixer', ""SUPERMOD Men's Brief""]","['Shreeka', 'Z-Support', 'Nakashi']",high,3.521530159046946,low
334,21,M,tier2,medium,"[""e-Fresh Boy's Brief (Pack of 5)"", ""TIMBERLAKE Slim Fit Fit Women's Red Jeans"", 'Impala Alloy Cufflink (White)']",[],medium,2.2902945149726355,medium
335,27,M,tier3,medium,"[""UFO Full Sleeve Solid Girl's Jacket"", 'SHOPOJ Purple Paper Sky Lantern (80 cm X 34 cm, ...', 'Style World Women Flats']","['Palakz', 'SKY TRENDS GIFT', 'Jettec', 'Frazzer']",medium,3.209091754236408,high
336,30,M,tier2,medium,"[""Threads & Pals Full Sleeve Self Design Men's Swe...""]","['Breakbounce', 'Mahalaxmi']",medium,3.9058933762920978,low
337,55,F,tier3,medium,"['Himmlisch 20503 Car Bottle Holder (Plastic)', 'Carbanao Chrome Grill Chevrolet Cruze Car Grill ...', ""Viral Girl Women's Full Coverage Bra""]","['Rasav Jewels', 'NIROSHA']",medium,2.6209591816744497,low
338,48,M,tier2,low,"['Kraft Seeds Rosemary Herb (Pack Of 5) Seed (75 p...', 'Eternal Gandhi Super Series Crystal Paper Weight...', 'clickforsign Avoid Contanimation Wash your Hands...']","['Head Kik', 'Skanders', 'Young Birds', 'BOMBAY VELVAT FAB', 'Megaway']",high,3.8231119401832796,high
339,23,M,tier3,high,"['Bags, Wallets & Belts', 'D&D Women Flats']","['Regan', 'YOA', 'Plush']",low,4.086755718647149,medium
340,41,M,tier2,medium,"[""Be 13 Printed Boy's Round Neck T-Shirt (Pack of 2)""]",['YELLOW CHIMES'],medium,3.519144147761352,low
341,31,M,tier3,medium,"[""LGRL Women's Leggings"", 'Crafty Hands Kutchchi Mirrorwork Tapestry (Maroon)']",[],medium,3.117935025601295,low
342,33,M,metro,low,"[""The Cotton Company Solid Women's Polo Neck Pink ..."", 'Dressberry Black Synthetic  Clutch']",['Rajlaxmi'],high,2.928776194378597,low
343,46,F,metro,high,"[""Clovia Women's Full Coverage Bra"", 'Pens & Stationery', 'Kalpaveda Copper Bowl (Gold, Pack of 1)']","['Real Seed', 'Jocular']",low,3.272199507607286,medium
344,56,F,tier3,low,['Dilan Jewels Alloy Zircon 18K Yellow Gold Bangle...'],['Zadine'],high,4.23293396402162,low
345,46,M,metro,high,['Escan Lace Up'],[],low,3.374613778223468,medium
346,26,M,tier3,low,"['Olvin Rectangular Sunglasses', ""Vitamins Solid Baby Girl's Basic Shorts"", 'SHOPOJ Yellow Paper Sky Lantern (80 cm X 34 cm, ...']","['Portia', 'A M International']",high,3.431302094631117,low
347,32,F,tier3,medium,"[""Attitude Printed Women's Round Neck Black T-Shirt""]",[],medium,3.095051147622899,medium
348,37,F,metro,high,"[""Kombee Girl's Printed Red, Pink Top & Capri Set"", 'Gaming', 'NEWGEN TECH EO-HS3303 58 Wired Headset (White)']","['Tescoma', 'S C Handicrafts']",low,4.4838691328100975,low
349,44,M,metro,medium,"['REMSON INDIA Women Flats', ""UFO Self Design Round Neck Casual Girl's Sweater""]","['eKolhapuri', 'Petshop7', 'Babytintin', 'Hunter']",medium,1.0,high
350,54,F,metro,low,"[""Clovia Women's T-Shirt Bra"", ""Viral Girl Women's Full Coverage Bra"", 'FEET FLOW Women Flats']","['KANCHOO', 'FTCBAZAR', 'Magneto', 'Multi']",high,3.1966466428442764,low
351,21,F,tier2,medium,"[""Oly Two Fit Fit Women's Dark Blue Jeans""]",['Blinkin'],medium,2.5058036069036174,high
352,25,M,tier1,low,['Asics Gel-Kayano 22 Running Shoes'],"['Frabjous', 'SignKraft', 'Red Chief', 'The Craftz', 'killys']",high,4.188873258616528,low
353,47,F,tier2,high,"['NEWGEN TECH EO-HS3303 218 Wired Headset (White)', ""killys Men's Solid No Show Socks""]","['Hadwin', 'Inc.5']",low,2.9665565816669757,high
354,38,M,tier2,low,"[""Libas Printed Women's Anarkali Kurta"", 'Amita Home Furnishing Cotton Printed Single Beds...', 'K&P Lord Ganesha Large 03 Showpiece  -  19 cm (P...']",[],high,2.9408354183906034,low
355,59,F,tier2,high,"['Bags, Wallets & Belts', 'The Crazy Me 1 Compartments Eco-Friendly leather...', 'THERISE MD0005 Wired Headset (Pink)']",['Homec'],low,3.6889936720877063,low
356,63,M,metro,medium,"[""kem Flow Gold skinny Fit Baby Girl's Blue Jeans"", ""LondonHouze Printed Women's Round Neck Grey T-Shirt""]",['CrayonFlakes'],medium,3.9879177087191655,low
357,61,M,tier1,low,"['Style World Women Flats', ""Starsy Solid Women's Round Neck Green T-Shirt"", ""Fly U Slim Fit Fit Women's Brown Jeans""]",[],high,4.404881942017852,medium
358,27,F,tier2,low,"['Wella Elements Leight Weight Renewing Conditione...', 'Shrih Toe & Foot Protector Pain Relief Pad (Pack...', 'Beauty and Personal Care']",['Feelinwow'],high,4.071082012908112,medium
359,55,M,tier2,high,"[""UFO Self Design Round Neck Casual Girl's Sweater"", 'Speedwav 186926 Royal Enfield 350 Twin Spark LED...']","['Kamakhya Jewels', 'Dremel', 'Furhome', 'Uncommon Stuffs', 'Lock&Lock']",low,3.4140387311460567,low
360,31,M,metro,low,"[""Vishudh Printed Women's Straight Kurta"", ""New Darling Women's Printed Top & Pyjama Set""]","['GM', 'Clear Shield', 'Adishma']",high,3.937661120779752,low
361,49,F,tier3,medium,"['Walkline Slippers', 'clickforsign Sound horn Before entering Emergenc...']","['Acromax', 'Dark Blue', 'Easy', 'DECOREX', 'FEET FLOW']",medium,2.970366434704726,low
362,49,F,tier1,low,"[""Nine Maternity Wear Women's Fit and Flare Dress"", 'SHOPOJ Yellow Paper Sky Lantern (80 cm X 34 cm, ...']","['Concorde', 'Tks', 'SAARAH']",high,2.2444998784786607,low
363,33,M,tier3,medium,['Automation & Robotics'],"['Bottoms More', 'Masterfit', 'Infinity India']",medium,2.0972627369348436,high
364,41,M,metro,low,"['Speedwav 216552 Manual Rear View Mirror (Right, ...', 'Bengal Blooms Rose Artificial Plant  with Pot (3...']","['GENIAL', 'HKJ']",high,3.131238825835319,medium
365,28,M,tier2,medium,['ATV Pouch for Acer Liquid Z330 (STEEL BLUE)'],"['SYL', 'VAGON', 'SSCP']",medium,3.027470445900375,low
366,31,M,tier3,low,['Pens & Stationery'],[],high,3.3108317248155887,low
367,36,F,tier2,low,['Health & Personal Care Appliances'],['Shopaholic'],high,1.91218558138702,medium
368,50,F,tier3,medium,"[""Be 13 Printed Boy's Round Neck T-Shirt (Pack of 2)"", 'ATV Pouch for Acer Liquid Z330 (STEEL BLUE)', 'SHOPOJ Yellow Paper Sky Lantern (80 cm X 34 cm, ...']","['Liza', 'Envoy', 'EZ Life']",medium,2.8508617493783115,medium
369,19,F,tier3,high,"['Escan Lace Up', ""Be 13 Printed Boy's Round Neck T-Shirt (Pack of 2)""]",['ZEVA'],low,3.29235230074908,low
370,24,M,tier1,low,"[""Sisel Printed Poly Cotton Women's Stole""]",['MTB'],high,3.4861095290035253,medium
371,62,M,tier2,low,"[""New Darling Women's Printed Top & Pyjama Set"", 'Asics Gel-Kayano 22 Running Shoes', 'SAY UV Sterilizer Solid Filter Cartridge (0, Pac...']","['Wilkins & Tuscany', 'Value Bay', 'JBI', 'STERN', 'Payalwala']",high,3.311108467339003,medium
372,39,F,tier1,medium,"[""TIMBERLAKE Slim Fit Fit Women's Brown Jeans"", ""Leading lady Women's Camisole""]",['Le Angelique'],medium,1.8916883386426528,low
373,57,M,metro,medium,['Car vastra 1pcs Car Vastra Honda Beige Backrest ...'],['BAFNA GEMS & JEWELS'],medium,3.215178303808165,medium
374,56,M,tier3,low,['INKT INKT A5 Wiro Notebook A5 Notebook Ring Boun...'],"['TEMPO', 'Pure Source']",high,2.937096572976049,low
375,56,M,tier3,high,"['Skayvon SUBMERSIBBLE THREE PHASE PUMP CONTROLLER...', 'Urban Girl Foundation Brush (Pack of 7)']","['blue stag', 'Com-Paint']",low,3.3349543155197554,medium
376,50,M,tier1,medium,"[""Laser X Checkered Men's Boxer (Pack of 4)""]","['Durian', 'Filink']",medium,3.7961208876693435,medium
377,59,M,metro,high,"['Firangi Cotton, Polyester Free Floor Mat Firangi...']",['Shoppingtara'],low,3.6592541968102648,high
378,41,F,tier1,medium,"['THERISE MD0005 Wired Headset (Pink)', 'Lucky Thailand GL/ LG30 Glass (300 ml, Clear, Pa...']","['Karpine', 'FEET FLOW']",medium,3.8234536403750763,high
379,56,M,tier1,low,"['Eternal Gandhi Super Series Crystal Paper Weight...', 'Pet Supplies', ""ANASAZI Casual 3/4 Sleeve Solid Women's Top""]",['Comex'],high,2.633574316130953,medium
380,51,F,tier3,low,['Bengal Blooms Rose Artificial Plant  with Pot (3...'],"['iAccy', 'Katwa Clasic', 'Home Fashion Gallery']",high,3.954336140284758,low
381,41,M,tier3,low,"['Automation & Robotics', 'Arial Morris Women Flats']",[],high,3.462837408051157,low
382,63,M,metro,high,"['Dilan Jewels Alloy Zircon 18K Yellow Gold Bangle...', 'Sumo Baby Walker (Red)']","['Shwetna.com', 'Relaxfeel', 'Herbal Jewellery', 'Lilpicks Couture', 'Pinc Ginger']",low,4.571157162792485,medium
383,37,M,tier3,low,"['Watches', 'Impala Alloy Cufflink (White)']","['Bestech', 'Cotton On Kids', 'Eclat', 'Babytintin']",high,2.1760554608362064,high
384,42,M,metro,high,"['Style World Women Flats', ""Legmark Slim Fit Women's Blue Jeans"", ""e-Fresh Boy's Brief (Pack of 5)""]",['JaipurCrafts'],low,3.970895061394067,medium
385,21,M,metro,low,"['Just Wow Women Flats', ""Legmark Slim Fit Women's Light Blue Jeans"", ""UFO Full Sleeve Solid Girl's Jacket""]",[],high,3.1793595100622873,low
386,30,F,tier3,high,"['Naaz 2 in 1 Paper Quilling Board Game', ""New Darling Women's Printed Top & Pyjama Set"", 'clickforsign Avoid Contanimation Wash your Hands...']",['Bemoree'],low,2.2978673098726907,low
387,46,M,tier2,medium,"[""Legmark Slim Fit Women's Light Blue Jeans"", ""Spa Culture Fit Fit Women's Black Jeans""]",[],medium,3.052083455166264,low
388,22,F,tier2,low,"[""TIMBERLAKE Slim Fit Fit Women's Blue Jeans"", 'Zixtro Bug (Black, Backpack)']","['Jazam', 'KAROZ', 'Jewel Paradise']",high,4.514052669971748,low
389,22,M,metro,medium,"[""Nine Maternity Wear Women's Fit and Flare Dress"", ""Libas Printed Women's Anarkali Kurta""]","['Bharat', 'Craftcart']",medium,3.9183507005169043,low
390,47,M,metro,medium,['Olvin Aviator Sunglasses'],"['Camey', 'Shortkut enterprises']",medium,4.518880062680966,low
391,60,F,metro,medium,"[""Vinenzia Printed Winter Men's Gloves""]","['BLM', 'Download Apparel', 'VGreen', 'Rasianve']",medium,2.497893821349701,medium
392,19,F,tier2,high,['AutoKraftZ Optimum Locking Device For Bajaj Puls...'],['Panditnmshrimali'],low,3.3747112733166227,low
393,58,F,tier2,medium,"['Power Smart Quick Charging Pack For PAN CGR-D28 ...', 'Kraft Seeds Dill Herb Seed (50 per packet)']","['Amante', 'Only', 'PROBOTT']",medium,2.4946444046455882,low
394,36,F,tier3,high,['NEWGEN TECH EO-HS3303 58 Wired Headset (White)'],['Johareez'],low,4.2242621928111515,low
395,45,F,tier2,low,['Corcepts Universal Tablet HD Ultra Clear Transpa...'],"['i-gadgets', 'SthriElite', 'Mavi', 'Sound Logic']",high,2.5884812336753313,low
396,43,F,metro,low,"[""Camey Men's Quarter Length Socks""]",['Nishtaa'],high,3.7569629483049054,medium
397,53,M,tier3,medium,['Speedwav 186879 Bajaj Pulsar 200 NS DTS-i LED In...'],['Lovely'],medium,3.694650399096382,medium
398,53,M,tier3,medium,['Crafty Hands Kutchchi Mirrorwork Tapestry (Maroon)'],[],medium,4.5177976658995584,medium
399,20,M,tier2,medium,['OEM 170774 Bike Side Stand'],"['Wall Decal', 'Rajex']",medium,3.7068382453923134,high
400,40,M,tier3,medium,"[""TSG Breeze Printed Women's Round Neck Multicolor..."", 'Wearable Smart Devices']",['Miway'],medium,2.2029093945593563,low
401,35,F,tier2,low,['Naaz 2 in 1 Paper Quilling Board Game'],"['Prachin', 'Hoffrichter']",high,2.696383868459883,medium
402,64,M,tier1,high,"[""Dassler Slim Fit Women's Multicolor Jeans"", ""soie Fashion Women's Sports Bra""]",['ESBEDA'],low,4.207542679177049,low
403,44,F,tier2,medium,"['Impala Alloy Cufflink (White)', 'Synergy SFJB0105 Grocery Bag (Blue)']",['9blings'],medium,3.688074036881531,low
404,23,M,tier2,low,"['JUSF2 Black Color Hair Band (Multicolor)', 'Urban Girl Foundation Brush (Pack of 10)']","['TheLostPuppy', 'Stallion Barware', 'Ojasvi']",high,4.1532059679975575,medium
405,35,M,metro,medium,"['Gking Hand Stiched Steering Cover For Renault Sc...', 'Sonaxo Men Running Shoes', 'Mobiles & Accessories']",['kawal fashion'],medium,2.7156128726017412,low
406,61,M,tier2,medium,"['Kitchen & Dining', ""Threads & Pals Full Sleeve Self Design Men's Swe..."", 'ANAND ARCHIES Girls Flats']","['Tillu Pillu', 'Bottoms More', 'Itiha', 'PALSUN WEARS']",medium,3.4168948488603066,low
407,25,F,tier3,high,"['Urban Girl Foundation Brush (Pack of 7)', 'Automation & Robotics']","['Krown', 'The Bean House', 'Fashionera', 'Niremo', 'HSFS']",low,3.1852799782688113,medium
408,42,F,tier3,medium,"[""UFO Self Design Round Neck Casual Girl's Sweater""]","['Arial Morris', 'DARPAN', 'Trove', 'Surface180']",medium,4.7864106251552805,high
409,18,F,tier3,medium,"['SMART TRADERS Women Flats', 'clickforsign Avoid Contanimation Wash your Hands...', 'Small Toes Bellies']",['Elite Handicrafts'],medium,4.396077896308544,low
410,47,M,tier2,high,"[""soie Fashion Women's Full Coverage Bra"", 'SAY UV Sterilizer Solid Filter Cartridge (0, Pac...', 'Food & Nutrition']","['Arghyam', 'BeYOUtiful', 'Tapawire', 'Mavi', 'UMA TRADERS']",low,4.294173678362028,medium
411,25,F,tier1,low,"['Footwear', ""e-Fresh Baby Boy's Brief (Pack of 10)""]","['Surface 180', 'SHIMZA', 'Globalite', 'Epresent']",high,3.007295404412682,low
412,63,M,tier3,medium,['Urban Girl Foundation Brush (Pack of 10)'],[],medium,2.41135332974089,low
413,19,M,tier1,low,['eBooks'],"['Mr Plus', 'Sparkling Drop']",high,2.8945666288104204,low
414,22,M,metro,low,"[""Legmark Slim Fit Women's Blue Jeans"", 'Car vastra 1pcs Car Vastra Honda Beige Backrest ...']","['red', 'Utsav Handicraft', 'Shopnetix']",high,2.93879613292804,high
415,32,M,tier2,medium,['Koie  Battery - For Samsung 7562 Premium Quality...'],"['Suranas Jewelove', 'Real Seed', 'Pavers England']",medium,3.5559665301988894,medium
416,46,F,tier1,medium,['Koie  Battery - For Samsung 7562 Premium Quality...'],"['Marwal', 'Dispowear', 'Mydress Mystyle']",medium,2.2821715340227886,medium
417,22,M,tier2,medium,"['classyworld Brass Cufflink (Silver-01)', 'Kitchen & Dining', 'Taurus Black & white Lace Up']","['Very Me', 'Asmi', 'Gifts By Meeta']",medium,4.622211467229472,low
418,38,M,tier3,high,"['SJ Barstel 56m / 1000m Binoculars (30 mm, Black)', 'Dilan Jewels Alloy Zircon 18K Yellow Gold Bangle...', ""fourgee Slim Fit Boy's Black Jeans""]",['Young Birds'],low,4.725516531614789,low
419,18,M,metro,high,"['REMSON INDIA Women Flats', 'Srajanaa sr114 Travel Shaving Kit (Black)', 'ATV Pouch for Acer Liquid Z330 (STEEL BLUE)']","['Vismay Creation', 'Sahej', 'United', 'Craft And Curtain']",low,4.665418606213634,low
420,53,M,tier3,high,['Dressberry Orange Synthetic  Clutch'],"['Morph Maternity', 'Imit Jewel']",low,3.702046285107888,high
421,23,F,tier2,medium,"['K&P Dr.Ambedkar Large 04 Showpiece  -  19 cm (Po...', 'Linzina Fashions LIN-HOSS-1.5 Faucet Set', ""Ruhi's Creations Cotton Floral King sized Double...""]","['Ethnochic', 'Style Foot', 'Antistreet']",medium,4.927320581714792,high
422,64,F,tier3,low,"[""Ruhi's Creations Cotton Floral King sized Double..."", 'Car vastra 1pcs Car Vastra Honda Beige Backrest ...']","['Itzmyfashion', 'Kushies baby', 'Easy4buy']",high,4.4433348220415425,medium
423,59,M,tier2,medium,"['Pet Supplies', 'SHOPOJ Multicolor Paper Sky Lantern (80 cm X 34 ...']","['LUMENPULSE', 'tiwaritraders', 'JaipurCrafts']",medium,3.990521948945431,low
424,57,F,tier1,medium,"[""Vinenzia Printed Winter Men's Gloves""]","['Crazy Deal', 'Jewelnation', 'Raju Purse Collection', 'Fashion Jewellery', 'Pollo']",medium,3.8278045639288996,medium
425,50,F,metro,medium,"['Urban Girl Foundation Brush (Pack of 10)', 'Corcepts Universal Tablet HD Ultra Clear Transpa...']","['Utsukushii', 'Imagination And Beyond']",medium,3.6799127643329617,low
426,35,M,tier2,low,"['Frabjous German silver Rings For Women Alloy Zir...', 'Treppe Bellies']","['Rajlaxmi', 'Port', 'M S Rugs']",high,3.654556104486761,low
427,61,M,tier3,low,"['Prime Printed 8 Seater Table Cover (Multicolor, ...']","['Tecnia', 'Techone+', 'Pack N Buy', 'Flair', 'X-Poz']",high,1.0933249769992885,low
428,47,F,metro,low,"['INVENTURE RETAIL Nail Cutter', ""Legmark Slim Fit Women's Blue Jeans"", 'JUSF2 Black Color Hair Band (Multicolor)']","['Reyes Reales', 'BELL', 'Abhushan', 'L&T']",high,1.0,medium
429,34,F,tier3,high,"['Power Smart Quick Charging Pack For PAN CGR-DU-2...', ""LondonHouze Printed Women's Round Neck Grey T-Shirt"", 'SAY Thread Wounded Candle 10"" Set of 4 pcs Solid...']",['Gurjari'],low,3.3711536441857923,low
430,54,M,tier1,medium,"[""Libas Printed Women's A-line Kurta""]",[],medium,3.3898334225172726,high
431,43,M,metro,low,['Cameras & Accessories'],[],high,3.60245029617513,low
432,40,M,tier1,medium,"['SMART TRADERS Women Flats', 'ANAND ARCHIES Girls Wedges']","[""Ona'S""]",medium,2.952730728616628,medium
433,59,M,tier1,high,"[""Oly Two Fit Fit Women's Dark Blue Jeans"", 'Speedwav 186879 Bajaj Pulsar 200 NS DTS-i LED In...']","['Durian', 'Abee']",low,3.8881726960311136,low
434,42,M,tier1,medium,['JUSF2 Black Color Hair Band (Multicolor)'],[],medium,4.066265142042972,medium
435,20,M,tier3,medium,"[""Dolz Slim Fit Fit Women's Brown Jeans"", 'SHOPOJ Yellow Paper Sky Lantern (80 cm X 34 cm, ...', 'Arial Morris Women Flats']",[],medium,3.217186684156755,low
436,28,F,tier1,low,"['Kraft Seeds Dill Herb Seed (50 per packet)', ""Clovia Women's Plunge Bra""]","['Orange Tree', 'Menow', 'Boreal', 'Manjaree', 'GoldNera']",high,1.401588089212105,low
437,31,F,tier3,medium,"['Just Wow Women Flats', 'Shrih Toe & Foot Protector Pain Relief Pad (Pack...', ""Oly Two Fit Fit Women's Black Jeans""]","[""L'appel Du vide"", 'Celebrity', 'Jewellerywale']",medium,2.871289573972555,low
438,37,F,tier1,low,"['Style World Women Flats', 'COIRFIT Single Coir Mattress']",['Dressberry'],high,1.0848271305226063,low
439,27,M,tier1,low,"['Prime Printed 8 Seater Table Cover (Multicolor, ...', ""United Colors of Benetton Girl's Trousers"", 'Automation & Robotics']",['Enthopia'],high,3.4973993207284404,high
440,47,F,tier3,high,"['Car vastra 1pcs Car Vastra Honda Beige Backrest ...', 'Synergy SFJB0105 Grocery Bag (Blue)']","['Merastore', 'Laser X', 'Anti Gravity', 'Trendy Home', 'Vivre Jewels']",low,4.0936883071469365,medium
441,64,F,tier1,low,['AutoKraftZ Optimum Locking Device For Bajaj Puls...'],[],high,2.9979503291878973,high
442,18,F,tier2,medium,"['Klaur Melbourne Bellies', 'THERISE MD0005 Wired Headset (Pink)', ""Nine Maternity Wear Women's Fit and Flare Dress""]","['DISNEY', 'Finolex', 'Mahek Saree', 'Visaga', 'HuppmeGift']",medium,2.52749324308886,low
